id,name,tel,address,hospital_type,postal_code,area_code,created_at,updated_at
406,โรงพยาบาลนาตาล,"",จ.อุบลราชธานี อ.อำเภอนาตาล ต.นาตาล หมู่ 5,โรงพยาบาลชุมชน,24170,34300105,2017-03-01 07:41:50.64391,2017-03-01 07:41:50.64391
407,ศูนย์สุขภาพชุมชนมะกรูด,73431053*147,จ.ปัตตานี อ.โคกโพธิ์ ต.มะกรูด หมู่ 3,ศูนย์สุขภาพชุมชน ของ รพ.,94120,94020203,2017-03-01 07:41:50.649412,2017-03-01 07:41:50.649412
408,ศูนย์สุขภาพชุมชนคลองท่อมใต้,075699029,จ.กระบี่ อ.คลองท่อม ต.คลองท่อมใต้ หมู่ 9,ศูนย์สุขภาพชุมชน ของ รพ.,81120,81040109,2017-03-01 07:41:50.653065,2017-03-01 07:41:50.653065
409,สำนักงานสาธารณสุขอำเภอสระใคร,042463064,จ.หนองคาย อ.อำเภอสระใคร ต.สระใคร หมู่ 2,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,43100,43140102,2017-03-01 07:41:50.657041,2017-03-01 07:41:50.657041
410,สำนักงานสาธารณสุขอำเภอเมืองสิงห์บุรี,036-521500,จ.สิงห์บุรี อ.เมืองสิงห์บุรี ต.บางพุทรา หมู่ 0,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,16000,17010100,2017-03-01 07:41:50.662378,2017-03-01 07:41:50.662378
411,โรงพยาบาลบ้านนา,"",จ.นครนายก อ.บ้านนา ต.พิกุลออก หมู่ 4,โรงพยาบาลชุมชน,26130,26030704,2017-03-01 07:41:50.66685,2017-03-01 07:41:50.66685
412,โรงพยาบาลสถานพระบารมี,034675041,จ.กาญจนบุรี อ.หนองปรือ ต.สมเด็จเจริญ หมู่ 1,โรงพยาบาลชุมชน,71220,71120301,2017-03-01 07:41:50.672746,2017-03-01 07:41:50.672746
413,โรงพยาบาลเขาย้อย,032562200,จ.เพชรบุรี อ.เขาย้อย ต.เขาย้อย หมู่ 5,โรงพยาบาลชุมชน,76140,76020105,2017-03-01 07:41:50.679045,2017-03-01 07:41:50.679045
414,สำนักงานสาธารณสุขอำเภออากาศอำนวย,042799067,จ.สกลนคร อ.อากาศอำนวย ต.อากาศ หมู่ 3,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,47160,47110103,2017-03-01 07:41:50.683788,2017-03-01 07:41:50.683788
415,สำนักงานสาธารณสุขอำเภอโพธิ์ศรีสุวรรณ,045604053,จ.ศรีสะเกษ อ.อำเภอโพธิ์ศรีสุวรรณ ต.โดด หมู่ 0,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,33120,33210100,2017-03-01 07:41:50.688713,2017-03-01 07:41:50.688713
416,ศูนย์สุขภาพชุมชนโพนงาม,045-376109,จ.อุบลราชธานี อ.บุณฑริก ต.โพนงาม หมู่ 1,ศูนย์สุขภาพชุมชน ของ รพ.,34230,34100101,2017-03-01 07:41:50.694727,2017-03-01 07:41:50.694727
417,ศูนย์สุภาพชุมชนท่าใหม่,039432085,จ.จันทบุรี อ.ท่าใหม่ ต.ท่าใหม่ หมู่ 0,ศูนย์สุขภาพชุมชน ของ รพ.,22120,22030100,2017-03-01 07:41:50.701295,2017-03-01 07:41:50.701295
418,โรงพยาบาลเสนางคนิคม,"",จ.อำนาจเจริญ อ.เสนางคนิคม ต.เสนางคนิคม หมู่ 1,โรงพยาบาลชุมชน,37290,37050101,2017-03-01 07:41:50.709291,2017-03-01 07:41:50.709291
419,โรงพยาบาลโกรกพระ,"",จ.นครสวรรค์ อ.โกรกพระ ต.โกรกพระ หมู่ 7,โรงพยาบาลชุมชน,60170,60020107,2017-03-01 07:41:50.71315,2017-03-01 07:41:50.71315
420,ศูนย์สุขภาพชุมชนโรงพยาบาลปากพนัง,075370565,จ.นครศรีธรรมราช อ.ปากพนัง ต.ปากพนัง หมู่ 0,ศูนย์สุขภาพชุมชน ของ รพ.,80140,80120100,2017-03-01 07:41:50.716518,2017-03-01 07:41:50.716518
421,ศูนย์สุขภาพชุมชนเหนือคลอง,075636598*121,จ.กระบี่ อ.เหนือคลอง ต.เหนือคลอง หมู่ 1,ศูนย์สุขภาพชุมชน ของ รพ.,81130,81080101,2017-03-01 07:41:50.721008,2017-03-01 07:41:50.721008
422,ศูนย์บริการสาธารณสุขเทศบาล 2 (ศรีบัวบาน),035511021,จ.สุพรรณบุรี อ.เมืองสุพรรณบุรี ต.ท่าพี่เลี้ยง หมู่ 0,ศูนย์บริการสาธารณสุข,72000,72010100,2017-03-01 07:41:50.72869,2017-03-01 07:41:50.72869
423,ศูนย์บริการสาธารณสุขเทศบาลตำบลช่องแค,056269254,จ.นครสวรรค์ อ.ตาคลี ต.ช่องแค หมู่ 0,ศูนย์บริการสาธารณสุข,60021,60070200,2017-03-01 07:41:50.73345,2017-03-01 07:41:50.73345
424,ศูนย์สุขภาพชุมชนโรงพยาบาลปลายพระยา,075687454*122,จ.กระบี่ อ.ปลายพระยา ต.ปลายพระยา หมู่ 5,ศูนย์สุขภาพชุมชน ของ รพ.,81160,81060105,2017-03-01 07:41:50.73978,2017-03-01 07:41:50.73978
425,ศูนย์สุขภาพชุมชนคำม่วง,043449346,จ.ขอนแก่น อ.เขาสวนกวาง ต.คำม่วง หมู่ 10,ศูนย์สุขภาพชุมชน ของ รพ.,40280,40190510,2017-03-01 07:41:50.744295,2017-03-01 07:41:50.744295
426,โรงพยาบาลไชยปราการ,"",จ.เชียงใหม่ อ.ไชยปราการ ต.ศรีดงเย็น หมู่ 3,โรงพยาบาลชุมชน,50320,50210203,2017-03-01 07:41:50.748082,2017-03-01 07:41:50.748082
427,ศูนย์สุขภาพชุมชนเมืองโรงพยาบาลโพธาราม,032355300*412,จ.ราชบุรี อ.โพธาราม ต.โพธาราม หมู่ 0,ศูนย์สุขภาพชุมชน สธ.,70120,70070100,2017-03-01 07:41:50.751861,2017-03-01 07:41:50.751861
428,โรงพยาบาลสันป่าตอง,"",จ.เชียงใหม่ อ.สันป่าตอง ต.ยุหว่า หมู่ 9,โรงพยาบาลชุมชน,50120,50120109,2017-03-01 07:41:50.757465,2017-03-01 07:41:50.757465
429,คลินิกเวชกรรมอยู่สุข สาขาบางซื่อ,029105205-6,จ.กรุงเทพมหานคร อ.เขตบางซื่อ ต.บางซื่อ หมู่ 24,คลินิกเอกชน,10800,10290124,2017-03-01 07:41:50.764383,2017-03-01 07:41:50.764383
430,สำนักงานสาธารณสุขอำเภอแม่เมาะ,054-266103,จ.ลำปาง อ.แม่เมาะ ต.แม่เมาะ หมู่ 8,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,52220,52020408,2017-03-01 07:41:50.771172,2017-03-01 07:41:50.771172
431,ศูนย์สุขภาพชุมชนปากพะยูน,074699627,จ.พัทลุง อ.ปากพะยูน ต.ปากพะยูน หมู่ 1,ศูนย์สุขภาพชุมชน สธ.,93120,93060101,2017-03-01 07:41:50.777321,2017-03-01 07:41:50.777321
432,คลินิกเวชกรรมเพชรเกษม 102,10160,จ.กรุงเทพมหานคร อ.เขตบางแค ต.หลักสอง หมู่ 0,คลินิกเอกชน,18,10400400,2017-03-01 07:41:50.799403,2017-03-01 07:41:50.799403
433,สหคลินิกอ้อมใหญ่รวมแพทย์,024206767  02 4206868,จ.นครปฐม อ.สามพราน ต.อ้อมใหญ่ หมู่ 8,คลินิกเอกชน,73160,73061608,2017-03-01 07:41:50.810433,2017-03-01 07:41:50.810433
434,ศูนย์สุขภาพชุมชน 1 โรงพยาบาลทับคล้อ,056654059,จ.พิจิตร อ.ทับคล้อ ต.ทับคล้อ หมู่ 9,ศูนย์สุขภาพชุมชน ของ รพ.,66150,66080109,2017-03-01 07:41:50.817946,2017-03-01 07:41:50.817946
435,คลินิกหมอบัลลังค์เวชกรรม,10120,จ.กรุงเทพมหานคร อ.เขตยานนาวา ต.บางโพงพาง หมู่ 0,คลินิกเอกชน,26822601,10120400,2017-03-01 07:41:50.829702,2017-03-01 07:41:50.829702
436,คลินิกเวชกรรมเฉพาะทางแพทย์วิวัฒน์,034282309-11,จ.นครปฐม อ.กำแพงแสน ต.กำแพงแสน หมู่ 1,คลินิกเอกชน,73140,73021201,2017-03-01 07:41:50.845915,2017-03-01 07:41:50.845915
437,ศูนย์สุขภาพชุมชนโรงพยาบาลสมเด็จพระยุพราชกระนวน,043251302*146,จ.ขอนแก่น อ.กระนวน ต.หนองโก หมู่ 11,ศูนย์สุขภาพชุมชน ของ รพ.,40170,40090111,2017-03-01 07:41:50.859684,2017-03-01 07:41:50.859684
438,ศูนย์การแพทย์เมืองทองธานี  สหคลินิก,11000,จ.นนทบุรี อ.ปากเกร็ด ต.คลองเกลือ หมู่ 0,คลินิกเอกชน,109,12061200,2017-03-01 07:41:50.87329,2017-03-01 07:41:50.87329
748,โรงพยาบาลพนมไพร,"",จ.ร้อยเอ็ด อ.พนมไพร ต.พนมไพร หมู่ 3,โรงพยาบาลชุมชน,45140,45060103,2017-03-01 07:41:52.613274,2017-03-01 07:41:52.613274
439,คลินิกเวชกรรมหมอเบญจวรรณ,068-839323,จ.ชลบุรี อ.พานทอง ต.หนองตำลึง หมู่ 0,คลินิกเอกชน,20160,20050200,2017-03-01 07:41:50.880775,2017-03-01 07:41:50.880775
440,ศูนย์บริการสุขภาพชุมชนองค์การบริหารส่วนตำบลท่ามะกา,0813719633  034541859-60 *605 ,จ.กาญจนบุรี อ.ท่ามะกา ต.ท่ามะกา หมู่ 11,ศูนย์สุขภาพชุมชน ของ รพ.,71120,71050611,2017-03-01 07:41:50.912625,2017-03-01 07:41:50.912625
441,เกาะโพธิ์คลินิกการแพทย์,087-6184904,จ.ชลบุรี อ.อำเภอเกาะจันทร์ ต.ท่าบุญมี หมู่ 0,คลินิกเอกชน,20240,20110200,2017-03-01 07:41:50.932039,2017-03-01 07:41:50.932039
442,คลินิกแพทย์อาภรณ์,038-201952,จ.ชลบุรี อ.บ้านบึง ต.คลองกิ่ว หมู่ 0,คลินิกเอกชน,20220,20020200,2017-03-01 07:41:50.945704,2017-03-01 07:41:50.945704
443,คลินิกกมลการแพทย์,038-341647,จ.ชลบุรี อ.ศรีราชา ต.บางพระ หมู่ 10,คลินิกเอกชน,20210,20070710,2017-03-01 07:41:50.957498,2017-03-01 07:41:50.957498
444,ลำสาลีคลินิกเวชกรรม,10240,จ.กรุงเทพมหานคร อ.เขตบางกะปิ ต.หัวหมาก หมู่ 0,คลินิกเอกชน,67,10060800,2017-03-01 07:41:50.961786,2017-03-01 07:41:50.961786
445,คลินิกประพันธ์การแพทย์,038461049,จ.ชลบุรี อ.พนัสนิคม ต.พนัสนิคม หมู่ 0,คลินิกเอกชน,2140,20060100,2017-03-01 07:41:50.967669,2017-03-01 07:41:50.967669
446,แพทย์ติวานนท์ คลินิกเวชกรรม,11000,จ.นนทบุรี อ.เมืองนนทบุรี ต.ท่าทราย หมู่ 0,คลินิกเอกชน,101,12010500,2017-03-01 07:41:50.97318,2017-03-01 07:41:50.97318
447,แพทย์ณัฐพลคลินิก,035-307746 ต่อ 103,จ.พระนครศรีอยุธยา อ.บางบาล ต.มหาพราหมณ์ หมู่ 0,คลินิกเอกชน,13250,14050500,2017-03-01 07:41:50.982576,2017-03-01 07:41:50.982576
448,คลินิกแพทย์บังอร,035221371,จ.พระนครศรีอยุธยา อ.บางปะอิน ต.บ้านเลน หมู่ 11,คลินิกเอกชน,13160,14060111,2017-03-01 07:41:50.986612,2017-03-01 07:41:50.986612
449,ธงชัยโพลีคลินิก,035271529,จ.พระนครศรีอยุธยา อ.วังน้อย ต.ลำไทร หมู่ 7,คลินิกเอกชน,13170,14110407,2017-03-01 07:41:51.000542,2017-03-01 07:41:51.000542
450,ประเสริฐคลินิกเวชกรรม,0898360261,จ.พระนครศรีอยุธยา อ.ภาชี ต.ภาชี หมู่ 5,คลินิกเอกชน,13140,14090105,2017-03-01 07:41:51.006384,2017-03-01 07:41:51.006384
451,คลินิกสุรพันธ์การแพทย์,0356234488,จ.อ่างทอง อ.ป่าโมก ต.ป่าโมก หมู่ 2,คลินิกเอกชน,14130,15030202,2017-03-01 07:41:51.01477,2017-03-01 07:41:51.01477
452,คลินิกเวชกรรมมนตรีการแพทย์,034389340,จ.นครปฐม อ.นครชัยศรี ต.ห้วยพลู หมู่ 1,คลินิกเอกชน,73120,73031801,2017-03-01 07:41:51.022009,2017-03-01 07:41:51.022009
453,คลองลานโพลีคลินิก,0898563171,จ.กำแพงเพชร อ.คลองลาน ต.คลองลานพัฒนา หมู่ 1,คลินิกเอกชน,62180,62030301,2017-03-01 07:41:51.029026,2017-03-01 07:41:51.029026
454,คลินิกแพทย์อภิลักษณ์,0836292955,จ.กำแพงเพชร อ.ปางศิลาทอง ต.โพธิ์ทอง หมู่ 0,คลินิกเอกชน,62120,62090100,2017-03-01 07:41:51.036542,2017-03-01 07:41:51.036542
455,คลินิกแพทย์อัครพงศ์,"",จ.กำแพงเพชร อ.เมืองกำแพงเพชร ต.นครชุม หมู่ 0,คลินิกเอกชน,6200,62010500,2017-03-01 07:41:51.044808,2017-03-01 07:41:51.044808
456,คลินิกเวชกรรมแพทย์ธรพงศ์,0819717907,จ.กำแพงเพชร อ.เมืองกำแพงเพชร ต.นิคมทุ่งโพธิ์ทะเล หมู่ 0,คลินิกเอกชน,62110,62011200,2017-03-01 07:41:51.050061,2017-03-01 07:41:51.050061
457,คลินิกแพทย์พงศ์สุรีย์,055771227  0897088898,จ.กำแพงเพชร อ.ขาณุวรลักษบุรี ต.สลกบาตร หมู่ 0,คลินิกเอกชน,62140,62040600,2017-03-01 07:41:51.05481,2017-03-01 07:41:51.05481
458,คลินิกแพทย์ก้องเกียรติ,068149315,จ.กำแพงเพชร อ.อำเภอบึงสามัคคี ต.ระหาน หมู่ 4,คลินิกเอกชน,62210,62100304,2017-03-01 07:41:51.066526,2017-03-01 07:41:51.066526
459,คลินิกแพทย์วีระศักดิ์,0557912514  0846805881,จ.กำแพงเพชร อ.ไทรงาม ต.ไทรงาม หมู่ 0,คลินิกเอกชน,62150,62020100,2017-03-01 07:41:51.074503,2017-03-01 07:41:51.074503
460,หมออารี คลินิกเวชกรรม,029404368,จ.กรุงเทพมหานคร อ.เขตลาดพร้าว ต.จรเข้บัว หมู่ 0,คลินิกเอกชน,10630,10380200,2017-03-01 07:41:51.080527,2017-03-01 07:41:51.080527
461,คลินิกแพทย์สานนท์,038671284,จ.ระยอง อ.แกลง ต.ทางเกวียน หมู่ 0,คลินิกเอกชน,2110,21030100,2017-03-01 07:41:51.085972,2017-03-01 07:41:51.085972
462,คลินิก หู คอ จมูก สัตหีบเวชกรรมเฉพาะทาง,038439466,จ.ชลบุรี อ.สัตหีบ ต.สัตหีบ หมู่ 5,คลินิกเอกชน,20180,20090105,2017-03-01 07:41:51.12672,2017-03-01 07:41:51.12672
463,ศรีราชาโพลีคลินิกเวชการ,038762820,จ.ชลบุรี อ.ศรีราชา ต.หนองขาม หมู่ 11,คลินิกเอกชน,20280,20070511,2017-03-01 07:41:51.13086,2017-03-01 07:41:51.13086
464,คลินิกเวชกรรมแพทย์ปริภา,0891064040,จ.ชลบุรี อ.ศรีราชา ต.สุรศักดิ์ หมู่ 8,คลินิกเอกชน,20100,20070208,2017-03-01 07:41:51.134453,2017-03-01 07:41:51.134453
465,คลินิกหมอเทิดศักดิ์เวชกรรม,053471246,จ.เชียงใหม่ อ.แม่แตง ต.ขี้เหล็ก หมู่ 1,คลินิกเอกชน,50150,50060301,2017-03-01 07:41:51.139554,2017-03-01 07:41:51.139554
466,สหคลินิกบ้านหมอสวนดอก(แม่โจ้),053498080,จ.เชียงใหม่ อ.สันทราย ต.หนองหาร หมู่ 9,คลินิกเอกชน,50710,50140809,2017-03-01 07:41:51.145366,2017-03-01 07:41:51.145366
467,คลินิกเวชกรรมนายแพทย์ประทีป,056271318,จ.นครสวรรค์ อ.ลาดยาว ต.ลาดยาว หมู่ 5,คลินิกเอกชน,60150,60110105,2017-03-01 07:41:51.148721,2017-03-01 07:41:51.148721
468,ศูนย์สุขภาพชุมชนขลุง,039441700,จ.จันทบุรี อ.ขลุง ต.ขลุง หมู่ 0,ศูนย์สุขภาพชุมชน ของ รพ.,22110,22020100,2017-03-01 07:41:51.153424,2017-03-01 07:41:51.153424
469,คลินิกช่อลัดดาการแพทย์,077458503,จ.สุราษฎร์ธานี อ.เกาะสมุย ต.มะเร็ต หมู่ 4,คลินิกเอกชน,84310,84040504,2017-03-01 07:41:51.158389,2017-03-01 07:41:51.158389
470,คลินิกแพทย์สุนันทา,087-2418781,จ.สุพรรณบุรี อ.สองพี่น้อง ต.ทุ่งคอก หมู่ 0,คลินิกเอกชน,72190,72071200,2017-03-01 07:41:51.164055,2017-03-01 07:41:51.164055
471,คลินิกแพทย์อรรถพล,035-572807,จ.สุพรรณบุรี อ.สามชุก ต.สามชุก หมู่ 0,คลินิกเอกชน,72130,72080300,2017-03-01 07:41:51.172403,2017-03-01 07:41:51.172403
472,พูนชัยการแพทย์คลินิก,035-591722,จ.สุพรรณบุรี อ.ดอนเจดีย์ ต.ดอนเจดีย์ หมู่ 0,คลินิกเอกชน,72170,72060100,2017-03-01 07:41:51.177284,2017-03-01 07:41:51.177284
473,คลินิกแพทย์เล็ก,035-509178,จ.สุพรรณบุรี อ.ด่านช้าง ต.หนองมะค่าโมง หมู่ 0,คลินิกเอกชน,72180,72030100,2017-03-01 07:41:51.180521,2017-03-01 07:41:51.180521
474,สุธนการแพทย์,-,จ.สุพรรณบุรี อ.ศรีประจันต์ ต.ศรีประจันต์ หมู่ 0,คลินิกเอกชน,72140,72050100,2017-03-01 07:41:51.186031,2017-03-01 07:41:51.186031
475,คลินิกเวชกรรมนายแพทย์คำนวน,-,จ.สุพรรณบุรี อ.หนองหญ้าไซ ต.หนองหญ้าไซ หมู่ 0,คลินิกเอกชน,72240,72100100,2017-03-01 07:41:51.191299,2017-03-01 07:41:51.191299
476,นายแพทย์มนูศักดิ์คลินิกเวชกรรม,056451078,จ.ชัยนาท อ.หันคา ต.หันคา หมู่ 0,คลินิกเอกชน,17130,18060100,2017-03-01 07:41:51.194433,2017-03-01 07:41:51.194433
477,ยุคลคลินิกเวชกรรม,"",จ.สิงห์บุรี อ.อินทร์บุรี ต.อินทร์บุรี หมู่ 6,คลินิกเอกชน,16110,17060106,2017-03-01 07:41:51.19752,2017-03-01 07:41:51.19752
478,ท่าม่วงคริสเตียนคลินิกแพทย์,034611772,จ.กาญจนบุรี อ.ท่าม่วง ต.ท่าม่วง หมู่ 0,คลินิกเอกชน,71110,71060100,2017-03-01 07:41:51.203817,2017-03-01 07:41:51.203817
479,แพทย์เรืองศักดิ์คลินิกเวชกรรมเฉพาะทาง,056424038,จ.ชัยนาท อ.สรรคบุรี ต.แพรกศรีราชา หมู่ 0,คลินิกเอกชน,17140,18050100,2017-03-01 07:41:51.209649,2017-03-01 07:41:51.209649
480,คลินิกเวชกรรมคลินิกหมอถาวร,056412212,จ.ชัยนาท อ.สรรพยา ต.บางหลวง หมู่ 4,คลินิกเอกชน,17150,18040604,2017-03-01 07:41:51.218019,2017-03-01 07:41:51.218019
481,คลินิกเวชกรรมบางเลนการแพทย์,034234614,จ.นครปฐม อ.บางเลน ต.บางเลน หมู่ 8,คลินิกเอกชน,73130,73050108,2017-03-01 07:41:51.223792,2017-03-01 07:41:51.223792
482,เขื่อนศรีนครินทร์,034574001-2,จ.กาญจนบุรี อ.ศรีสวัสดิ์ ต.ท่ากระดาน หมู่ 4,ศูนย์บริการสาธารณสุข,71250,71040404,2017-03-01 07:41:51.228713,2017-03-01 07:41:51.228713
483,คลินิกหมอเอกพจน์ คลินิกเวชกรรม,"",จ.นนทบุรี อ.ปากเกร็ด ต.ปากเกร็ด หมู่ 5,คลินิกเอกชน,111250,12060105,2017-03-01 07:41:51.233803,2017-03-01 07:41:51.233803
484,คลินิกนายแพทย์อาคม,032201078,จ.ราชบุรี อ.บ้านโป่ง ต.บ้านโป่ง หมู่ 0,คลินิกเอกชน,70110,70050100,2017-03-01 07:41:51.238861,2017-03-01 07:41:51.238861
485,ศิริวัฒนาคลินิก,053274760,จ.เชียงใหม่ อ.เมืองเชียงใหม่ ต.หนองหอย หมู่ 6,คลินิกเอกชน,5000,50011106,2017-03-01 07:41:51.243517,2017-03-01 07:41:51.243517
486,คลินิกแพทย์ชัชชัย,"",จ.สมุทรสงคราม อ.อัมพวา ต.อัมพวา หมู่ 0,คลินิกเอกชน,75110,75030100,2017-03-01 07:41:51.253218,2017-03-01 07:41:51.253218
487,คลินิกแพทย์ปัญญา,037232452,จ.สระแก้ว อ.อรัญประเทศ ต.อรัญประเทศ หมู่ 0,คลินิกเอกชน,27120,27060100,2017-03-01 07:41:51.267949,2017-03-01 07:41:51.267949
488,คลินิกแพทย์สุทธาทิพยื,"",จ.สระแก้ว อ.วัฒนานคร ต.วัฒนานคร หมู่ 10,คลินิกเอกชน,27160,27050110,2017-03-01 07:41:51.274945,2017-03-01 07:41:51.274945
489,คลินิกนายแพทย์ราเชษฎ,037445039,จ.สระแก้ว อ.คลองหาด ต.คลองหาด หมู่ 1,คลินิกเอกชน,27260,27020101,2017-03-01 07:41:51.282268,2017-03-01 07:41:51.282268
490,คลินิกแพทย์บรรหาร,037241070,จ.สระแก้ว อ.เมืองสระแก้ว ต.สระแก้ว หมู่ 0,คลินิกเอกชน,241070,27010100,2017-03-01 07:41:51.287886,2017-03-01 07:41:51.287886
491,คลินิกแพทย์ศยามล,25110,จ.ปราจีนบุรี อ.กบินทร์บุรี ต.กบินทร์ หมู่ 0,คลินิกเอกชน,3,25020100,2017-03-01 07:41:51.292511,2017-03-01 07:41:51.292511
492,สายไหมสหคลินิก สาขาเสรีไทย,10510,จ.กรุงเทพมหานคร อ.เขตคันนายาว ต.คันนายาว หมู่ 0,คลินิกเอกชน,93,10430100,2017-03-01 07:41:51.296921,2017-03-01 07:41:51.296921
493,แพทย์วรพงษ์คลินิก,044315657,จ.นครราชสีมา อ.ปากช่อง ต.ปากช่อง หมู่ 0,คลินิกเอกชน,30320,30210100,2017-03-01 07:41:51.304084,2017-03-01 07:41:51.304084
494,สหคลินิกท่าเรือการแพทย์และทันตกรรม,035222199,จ.พระนครศรีอยุธยา อ.ท่าเรือ ต.ท่าเรือ หมู่ 0,คลินิกเอกชน,13130,14020100,2017-03-01 07:41:51.312356,2017-03-01 07:41:51.312356
495,แก่งคอยโพลีคลินิก,0874160998,จ.สระบุรี อ.แก่งคอย ต.แก่งคอย หมู่ 0,คลินิกเอกชน,18110,19020100,2017-03-01 07:41:51.319948,2017-03-01 07:41:51.319948
496,คลินิกรวมแพทย์สระบุรี,036389066,จ.สระบุรี อ.หนองแค ต.ห้วยทราย หมู่ 8,คลินิกเอกชน,18230,19031008,2017-03-01 07:41:51.324562,2017-03-01 07:41:51.324562
497,คลินิกศูนย์แพทย์หินกอง,036336910,จ.สระบุรี อ.หนองแค ต.ห้วยทราย หมู่ 0,คลินิกเอกชน,18150,19031000,2017-03-01 07:41:51.332233,2017-03-01 07:41:51.332233
498,คลินิกวิวิฒน์การแพทย์,0853182059,จ.พระนครศรีอยุธยา อ.บางปะหัน ต.ขวัญเมือง หมู่ 0,คลินิกเอกชน,13220,14071200,2017-03-01 07:41:51.337957,2017-03-01 07:41:51.337957
499,คลินิกเวชกรรมอุทัยการแพทย์,017344404,จ.พระนครศรีอยุธยา อ.อุทัย ต.อุทัย หมู่ 13,คลินิกเอกชน,13210,14140613,2017-03-01 07:41:51.34384,2017-03-01 07:41:51.34384
500,คลินิกแพทย์ธีรชัย,032622201,จ.ประจวบคีรีขันธ์ อ.ปราณบุรี ต.เขาน้อย หมู่ 1,คลินิกเอกชน,77120,77060201,2017-03-01 07:41:51.348136,2017-03-01 07:41:51.348136
501,คลินิกนายแพทย์ดำรงรักษ์,"",จ.ประจวบคีรีขันธ์ อ.อำเภอสามร้อยยอด ต.ไร่เก่า หมู่ 5,คลินิกเอกชน,77180,77080305,2017-03-01 07:41:51.355022,2017-03-01 07:41:51.355022
502,คลินิกหมอสาธิตเวชกรรม,017430531,จ.เพชรบุรี อ.ท่ายาง ต.ท่ายาง หมู่ 0,คลินิกเอกชน,76130,76050100,2017-03-01 07:41:51.360714,2017-03-01 07:41:51.360714
503,ศูนย์แพทย์ชุมชนบ้านคา,032721017,จ.ราชบุรี อ.อำเภอบ้านคา ต.บ้านคา หมู่ 1,ศูนย์สุขภาพชุมชน ของ รพ.,70180,70100101,2017-03-01 07:41:51.366326,2017-03-01 07:41:51.366326
504,ศูนย์สุขภาพชุมชนสบ้าย้อย 1,0815418541,จ.สงขลา อ.สะบ้าย้อย ต.สะบ้าย้อย หมู่ 1,ศูนย์สุขภาพชุมชน สธ.,90210,90060101,2017-03-01 07:41:51.371982,2017-03-01 07:41:51.371982
505,คลินิกแพทย์กนกอร,0898115521,จ.สตูล อ.เมืองสตูล ต.บ้านควน หมู่ 1,คลินิกเอกชน,91140,91010401,2017-03-01 07:41:51.376457,2017-03-01 07:41:51.376457
506,คลินิกควนโดนการแพทย์,0819153252,จ.สตูล อ.ควนโดน ต.ควนโดน หมู่ 1,คลินิกเอกชน,91160,91020101,2017-03-01 07:41:51.380179,2017-03-01 07:41:51.380179
507,คลินิกปาลัสการแพทย์,081898273,จ.ปัตตานี อ.มายอ ต.ลางา หมู่ 5,คลินิกเอกชน,94190,94050605,2017-03-01 07:41:51.384955,2017-03-01 07:41:51.384955
508,ลภาราม 1 คลินิกเวชกรรม,896 ซ.เพชรเกษม 116/1 ถ.เพชรเกษม,จ.กรุงเทพมหานคร อ.เขตหนองแขม ต.หนองค้างพลู หมู่ 0,คลินิกเอกชน,894,10230300,2017-03-01 07:41:51.389921,2017-03-01 07:41:51.389921
509,ลภาราม 2 คลินิกเวชกรรม,10160,จ.กรุงเทพมหานคร อ.เขตบางแค ต.บางแคเหนือ หมู่ 0,คลินิกเอกชน,502,10400200,2017-03-01 07:41:51.393192,2017-03-01 07:41:51.393192
510,ศูนย์บริการสาธารณสุขบางรักษ์,0894994923,จ.สุราษฎร์ธานี อ.เกาะสมุย ต.บ่อผุด หมู่ 4,ศูนย์บริการสาธารณสุข,84330,84040604,2017-03-01 07:41:51.396518,2017-03-01 07:41:51.396518
511,คณะการแพทย์แผนไทยอภัยภูเบศร มหาวิทยาลัยบูรพา,038102631,จ.ชลบุรี อ.เมืองชลบุรี ต.แสนสุข หมู่ 0,ศูนย์บริการสาธารณสุข,20131,20010400,2017-03-01 07:41:51.400739,2017-03-01 07:41:51.400739
512,สำนักงานสาธารณสุขอำเภอกะปง,076499109,จ.พังงา อ.กะปง ต.กะปง หมู่ 0,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,82170,82030100,2017-03-01 07:41:51.404347,2017-03-01 07:41:51.404347
513,สำนักงานสาธารณสุขอำเภอคุระบุรี,076599091,จ.พังงา อ.คุระบุรี ต.คุระ หมู่ 0,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,82180,82060100,2017-03-01 07:41:51.409519,2017-03-01 07:41:51.409519
514,คลินิกชุมชนอบอุ่นหมอเกรียงศักดิ์,90110,จ.สงขลา อ.หาดใหญ่ ต.หาดใหญ่ หมู่ 0,คลินิกเอกชน,136,90110100,2017-03-01 07:41:51.414092,2017-03-01 07:41:51.414092
515,สำนักงานสาธารณสุขอำเภอสวี,077531003,จ.ชุมพร อ.สวี ต.นาโพธิ์ หมู่ 0,สำนักงานสาธารณสุขอำเภอ/กิ่งอำเภอ,86130,86070100,2017-03-01 07:41:51.420621,2017-03-01 07:41:51.420621
